id;price;speed;hd;ram;screen;cd;multi;premium;ads;trend
3170;1999;75;107;2;14;no;no;yes;307;6
3171;1857;66;540;8;17;yes;no;yes;307;5
3172;1937;100;426;8;14;yes;no;yes;307;2
3173;4914;75;528;8;14;yes;no;yes;307;2
3174;5110;33;424;8;14;yes;no;yes;307;3
3175;3298;66;425;8;15;no;no;yes;307;3
3176;3107;50;340;4;17;no;no;no;307;1
3177;3543;50;528;16;14;yes;no;yes;307;2
3178;4606;100;1000;16;15;yes;no;yes;307;6
3179;2345;33;340;4;14;no;no;yes;307;1
3180;5323;50;107;2;14;yes;yes;yes;307;4
3181;5258;50;420;4;14;yes;no;yes;307;6
3182;4060;100;107;2;14;no;no;yes;307;1
3183;3063;50;214;4;14;no;no;yes;307;6
3184;4692;100;107;2;14;yes;yes;yes;307;6
3185;2876;100;527;16;15;yes;no;yes;307;1
3186;1891;33;340;4;15;yes;no;yes;307;2
3187;2540;50;107;2;14;no;no;yes;307;4
3188;4913;33;340;8;14;yes;yes;yes;307;1
3189;4895;100;340;8;15;yes;no;yes;307;1
3190;1711;50;107;2;14;no;no;yes;307;1
3191;4432;100;107;2;15;no;no;yes;307;5
3192;4483;66;214;4;14;no;no;yes;307;6
3193;4004;66;420;16;17;yes;no;yes;307;4
3194;4392;50;340;8;15;yes;yes;yes;307;2
3195;3791;33;107;2;15;no;no;yes;307;2
3196;4231;75;528;16;14;yes;no;yes;307;5
3197;2825;50;340;8;17;no;no;no;307;2
3198;2083;33;340;4;14;yes;yes;yes;307;3
3199;3433;33;340;8;14;yes;no;yes;307;2
3200;4252;66;426;8;14;yes;yes;yes;307;5
3201;4862;66;107;2;14;no;no;yes;307;2
3202;2365;33;340;8;15;yes;no;yes;307;5
3203;1959;25;120;4;14;no;no;no;307;5
3204;5221;66;424;8;17;no;no;no;307;2
3205;3464;100;527;16;15;yes;yes;yes;307;5
3206;3901;33;120;4;15;no;no;no;307;6
3207;2967;50;340;4;14;no;no;no;307;2
3208;4768;33;212;4;17;no;no;no;307;1
3209;2833;66;426;8;15;yes;no;yes;307;3
3210;3705;33;340;8;14;yes;no;yes;307;4
3211;1757;25;426;8;15;yes;no;yes;307;4
3212;2630;100;214;4;14;no;no;yes;307;4
3213;3259;33;212;4;14;no;no;no;307;6
3214;5149;66;107;2;14;no;no;yes;307;2
3215;5333;100;214;4;14;yes;yes;yes;307;6
3216;4346;25;120;4;17;no;no;no;307;4
3217;4245;100;527;16;17;yes;no;yes;307;5
3218;3466;33;340;4;14;no;no;yes;307;5
3219;4093;33;212;4;14;no;no;yes;307;6
3220;1999;25;120;4;14;no;no;no;307;5
3221;4146;25;107;2;14;no;no;yes;307;2
3222;1873;66;527;16;15;yes;no;yes;307;3
3223;2199;33;212;4;14;no;no;no;307;2
3224;5372;33;170;4;14;yes;no;yes;307;4
3225;5380;50;426;8;14;yes;no;yes;307;3
3226;3479;66;540;8;15;yes;no;yes;307;1
3227;5017;50;528;16;15;yes;no;yes;307;2
3228;5156;25;107;2;14;no;no;yes;307;4
3229;2787;66;107;2;14;no;no;yes;307;3
3230;4953;25;528;8;14;yes;no;yes;307;6
3231;2090;100;1000;16;15;yes;no;yes;307;4
3232;5207;100;426;8;14;yes;no;yes;307;1
3233;4159;33;170;4;14;yes;no;yes;307;4
3234;4049;33;426;8;14;yes;yes;yes;307;1
3235;5044;33;214;4;14;no;no;yes;307;6
3236;2320;33;214;4;14;no;no;yes;307;2
3237;2352;66;107;2;15;no;no;yes;307;1
3238;4431;25;426;8;14;yes;no;yes;307;4
3239;3918;75;528;16;14;yes;no;yes;307;5
3240;3150;33;340;4;14;no;no;no;307;2
3241;3462;33;340;4;14;no;no;yes;307;3
3242;5384;33;212;4;14;yes;yes;yes;307;5
3243;5402;33;425;8;15;yes;no;yes;307;1
3244;1798;25;214;4;14;no;no;yes;307;6
3245;3526;25;107;2;14;no;no;yes;307;6
3246;5135;75;426;8;14;yes;no;yes;307;6
3247;5418;66;340;8;15;yes;no;yes;307;3
3248;2253;33;528;16;14;yes;no;yes;307;1
3249;2935;66;424;8;17;yes;no;yes;307;3
3250;1737;100;527;16;17;yes;no;yes;307;4
3251;5348;33;528;8;14;yes;no;yes;307;4
3252;5134;50;214;4;14;yes;yes;yes;307;6
3253;3795;75;528;16;14;yes;no;yes;307;2
3254;3387;66;214;4;15;no;no;yes;307;5
3255;2154;33;214;4;14;no;no;yes;307;4
3256;5341;66;214;4;14;no;no;yes;307;6
3257;3851;75;107;2;14;no;no;yes;307;5
3258;4551;33;340;4;14;no;no;no;307;3
3259;1860;66;425;8;15;yes;no;yes;307;3
3260;4147;25;212;4;14;no;no;no;307;5
3261;4432;33;212;4;17;no;no;no;307;1
3262;1637;50;340;8;15;no;no;no;307;5
3263;4402;25;214;4;14;no;no;yes;307;1
3264;3055;33;212;4;14;no;no;no;307;2
3265;2761;50;212;8;17;yes;yes;yes;307;4
3266;3957;33;107;2;14;no;no;yes;307;1
3267;3429;50;420;4;14;yes;yes;yes;307;2
3268;2306;100;528;16;14;yes;no;yes;307;5
3269;2370;100;214;4;14;no;no;yes;307;3
3270;2556;66;340;8;17;no;no;no;307;2
3271;4947;100;340;4;14;no;no;yes;307;3
3272;2368;66;426;8;14;yes;no;yes;307;6
3273;3642;66;527;8;14;no;no;no;307;3
3274;3919;33;212;4;15;no;no;no;307;4
3275;4896;66;212;4;14;no;no;no;307;4
3276;4177;33;528;16;14;yes;no;yes;307;6
3277;4557;100;527;16;15;yes;no;yes;307;4
3278;2703;50;420;8;17;yes;no;yes;307;1
3279;4287;25;528;16;14;yes;no;yes;307;6
3280;1645;66;426;8;14;yes;no;yes;307;2
3281;5366;75;214;4;14;yes;yes;yes;307;4
3282;3215;66;214;4;14;yes;yes;yes;307;1
3283;3329;33;340;4;14;yes;no;yes;307;5
3284;3477;50;426;8;15;yes;no;yes;307;3
3285;3429;66;527;8;15;no;no;no;307;2
3286;2367;33;340;4;15;no;no;no;307;5
3287;5242;33;340;4;14;yes;no;yes;307;6
3288;2850;75;214;4;14;no;no;yes;307;2
3289;4694;66;426;8;14;yes;no;yes;307;1
3290;3727;100;107;2;14;no;no;yes;307;2
3291;2798;66;426;8;14;yes;yes;yes;307;1
3292;2531;50;107;2;14;no;no;yes;307;3
3293;2890;50;528;8;14;yes;no;yes;307;4
3294;3317;100;426;8;15;yes;no;yes;307;3
3295;4904;25;212;4;15;no;no;no;307;2
3296;1597;100;340;4;15;no;no;yes;307;5
3297;2098;33;107;2;14;no;no;yes;307;2
3298;4573;33;528;16;14;yes;no;yes;307;5
3299;5490;50;340;4;15;no;no;no;307;5
3300;5244;75;214;4;14;no;no;yes;307;3
3301;2154;50;426;8;14;yes;no;yes;307;4
3302;2792;50;214;4;14;no;no;yes;307;4
3303;2552;100;528;16;14;yes;no;yes;307;3
3304;2856;25;214;4;15;no;no;yes;307;3
3305;4460;33;170;4;15;yes;no;yes;307;6
3306;2505;33;340;8;14;yes;no;yes;307;4
3307;1542;66;340;4;14;no;no;yes;307;2
3308;5344;25;214;4;14;no;no;yes;307;4
3309;4305;33;426;8;14;yes;no;yes;307;3
3310;4038;66;340;8;14;no;no;no;307;4
3311;2277;50;340;8;14;no;no;no;307;4
3312;4516;100;426;8;14;yes;no;yes;307;4
3313;1888;25;214;4;14;no;no;yes;307;4
3314;3653;33;340;4;17;no;no;no;307;2
3315;3314;33;212;4;17;no;no;yes;307;2
3316;2967;25;528;16;14;yes;no;yes;307;2
3317;5259;66;426;8;14;yes;no;yes;307;1
3318;4618;66;420;16;15;yes;no;yes;307;1
3319;5080;66;528;16;15;yes;no;yes;307;3
3320;1614;50;450;8;15;no;no;yes;307;1
3321;5311;33;270;4;14;no;no;yes;307;6
3322;2200;25;528;16;15;yes;no;yes;307;6
3323;3483;75;426;8;15;yes;no;yes;307;6
3324;4813;66;527;16;15;yes;no;yes;307;3
3325;3003;75;214;4;15;no;no;yes;307;4
3326;3878;50;340;4;14;no;no;yes;307;5
3327;5555;66;528;8;15;yes;no;yes;307;1
3328;3121;66;340;4;15;no;no;yes;307;1
3329;3991;50;420;8;15;yes;yes;yes;307;4
3330;5474;100;340;8;14;yes;no;yes;307;6
3331;5062;50;107;2;15;no;no;yes;307;1
3332;4946;33;426;8;14;yes;no;yes;307;6
3333;4157;66;528;16;14;yes;no;yes;307;6
3334;5183;50;426;8;14;yes;no;yes;307;6
3335;4996;100;340;4;14;yes;no;yes;307;3
3336;4379;33;212;4;14;no;no;yes;307;6
3337;4098;100;340;8;14;yes;yes;yes;307;6
3338;2443;33;214;4;15;no;no;yes;307;6
3339;1846;50;340;8;14;no;no;no;307;5
3340;3353;66;424;8;15;no;no;no;307;4
3341;4861;66;214;4;14;no;no;yes;307;2
3342;1503;33;340;4;14;no;no;yes;307;4
3343;2215;50;425;8;15;yes;no;yes;307;4
3344;3625;50;214;4;14;no;no;yes;307;6
3345;1970;66;530;16;17;no;no;yes;307;3
3346;3120;100;214;4;14;no;no;yes;307;4
3347;5163;66;107;2;14;yes;yes;yes;307;4
3348;1524;75;528;16;14;yes;no;yes;307;1
3349;2596;66;340;8;14;no;no;yes;307;6
3350;2610;50;528;16;14;yes;no;yes;307;3
3351;3544;33;212;4;17;no;no;yes;307;4
3352;2089;75;107;2;14;no;no;yes;307;5
3353;1682;100;528;16;14;yes;no;yes;307;4
3354;3821;75;426;8;14;yes;no;yes;307;1
3355;3531;25;212;4;17;no;no;no;307;5
3356;2858;66;450;8;15;yes;no;yes;307;2
3357;1806;50;340;8;14;no;no;yes;307;4
3358;1661;100;527;16;15;yes;yes;yes;307;4
3359;2215;33;120;4;14;no;no;no;307;4
3360;4816;25;214;4;14;yes;yes;yes;307;4
3361;4389;66;528;8;15;yes;no;yes;307;5
3362;5045;33;212;4;14;no;no;yes;307;3
3363;4282;50;528;16;14;yes;no;yes;307;6
3364;2409;100;528;8;14;yes;no;yes;307;5
3365;4358;33;340;4;15;no;no;yes;307;6
3366;1500;100;426;8;14;yes;yes;yes;307;2
3367;2978;33;212;4;15;no;no;no;307;2
3368;5499;75;214;4;14;no;no;yes;307;3
3369;4741;25;426;8;14;yes;no;yes;307;4
3370;4545;33;170;4;14;yes;yes;yes;307;6
3371;2011;25;528;16;14;yes;yes;yes;307;1
3372;2426;100;340;8;14;yes;no;yes;307;3
3373;2386;66;530;16;15;yes;no;yes;307;1
3374;5084;33;212;4;14;yes;yes;yes;307;6
3375;2291;25;340;8;14;no;no;yes;307;5
3376;3237;33;240;4;14;no;no;no;307;1
3377;4570;33;120;4;17;no;no;no;307;4
3378;2911;33;425;8;15;no;no;yes;307;2
3379;1918;33;214;4;14;no;no;yes;307;2
3380;5118;66;530;16;15;no;no;yes;307;1
3381;3952;66;340;8;15;yes;yes;yes;307;2
3382;2057;50;212;8;14;yes;yes;yes;307;6
3383;4385;66;340;4;14;yes;no;yes;307;2
3384;3549;75;107;2;15;no;no;yes;307;3
3385;4858;33;340;8;14;no;no;yes;307;2
3386;5362;100;107;2;14;no;no;yes;307;4
3387;3798;100;527;16;15;yes;no;yes;307;4
3388;3354;25;107;2;14;yes;yes;yes;307;3
3389;2262;75;426;8;14;yes;no;yes;307;2
3390;1818;50;420;4;15;yes;no;yes;307;2
3391;3324;50;528;16;14;yes;no;yes;307;6
3392;4330;66;212;4;14;no;no;no;307;3
3393;2351;50;426;8;14;yes;no;yes;307;6
3394;2316;66;527;8;14;no;no;no;307;6
3395;5148;33;528;16;15;yes;no;yes;307;3
3396;4785;100;425;8;15;yes;no;yes;307;2
3397;3808;25;426;8;14;yes;no;yes;307;4
3398;3711;25;426;8;14;yes;no;yes;307;6
3399;3763;25;528;16;14;yes;no;yes;307;3
3400;2141;50;214;4;15;no;no;yes;307;5
3401;1711;66;450;16;15;yes;yes;yes;307;2
3402;5168;66;528;16;14;yes;no;yes;307;1
3403;5458;50;340;4;14;no;no;no;307;3
3404;3901;66;425;8;15;yes;no;yes;307;4
3405;3283;25;107;2;14;no;no;yes;339;3
3406;4857;100;527;16;15;yes;no;yes;339;3
3407;1889;25;426;8;14;yes;no;yes;339;6
3408;2123;33;210;4;14;yes;no;yes;339;4
3409;3636;25;214;4;14;no;no;yes;339;6
3410;2118;33;120;4;14;no;no;no;339;6
3411;4894;100;426;8;14;yes;no;yes;339;1
3412;2906;50;107;2;14;no;no;yes;339;3
3413;1997;75;426;8;14;yes;yes;yes;339;4
3414;2396;66;107;2;15;no;no;yes;339;6
3415;2488;66;210;4;14;no;no;yes;339;3
3416;5461;50;214;4;14;no;no;yes;339;4
3417;1959;66;527;8;14;no;no;no;339;6
3418;4311;33;340;4;14;yes;yes;yes;339;3
3419;3166;25;528;16;14;yes;no;yes;339;2
3420;1517;66;426;8;14;yes;no;yes;339;3
3421;2392;33;420;8;14;yes;no;yes;339;3
3422;3842;33;340;8;15;yes;no;yes;339;4
3423;3149;100;452;8;15;yes;no;yes;339;5
3424;5214;100;528;16;14;yes;no;yes;339;2
3425;1770;100;420;8;14;yes;no;yes;339;6
3426;1500;33;540;8;14;yes;no;yes;339;4
3427;3108;66;340;4;14;no;no;no;339;3
3428;1838;66;530;8;17;yes;no;yes;339;1
3429;3820;50;426;8;14;yes;no;yes;339;6
3430;4512;75;107;2;14;no;no;yes;339;6
3431;5468;66;212;4;14;no;no;yes;339;5
3432;3207;66;107;2;14;no;no;yes;339;6
3433;3671;66;540;8;15;yes;no;yes;339;3
3434;5171;25;212;4;14;no;no;no;339;1
3435;4454;66;340;8;14;yes;yes;yes;339;3
3436;3374;75;107;2;14;no;no;yes;339;4
3437;4731;33;212;4;15;no;no;no;339;3
3438;3465;66;340;8;14;no;no;yes;339;4
3439;3962;50;426;8;14;yes;yes;yes;339;6
3440;4009;33;340;4;14;no;no;yes;339;1
3441;5195;33;212;4;17;no;no;no;339;4
3442;2000;66;214;4;14;no;no;yes;339;3
3443;2632;25;426;8;15;yes;no;yes;339;4
3444;1526;33;340;4;15;no;no;no;339;4
3445;5028;75;214;4;14;no;no;yes;339;6
3446;5196;50;107;2;14;no;no;yes;339;6
3447;3365;33;107;2;14;no;no;yes;339;6
3448;1760;50;340;8;14;no;no;no;339;3
3449;2073;50;340;8;15;yes;no;yes;339;2
3450;3520;33;528;8;14;yes;no;yes;339;6
3451;4218;33;340;8;15;yes;no;yes;339;5
3452;5146;100;420;8;15;yes;no;yes;339;4
3453;1549;50;340;8;14;no;no;yes;339;5
3454;2041;100;528;16;14;yes;no;yes;339;3
3455;4975;100;340;8;15;no;no;yes;339;4
3456;5418;33;212;4;14;no;no;yes;339;5
3457;2986;33;340;4;14;yes;no;yes;339;1
3458;2446;25;212;4;14;no;no;no;339;4
3459;5172;50;340;4;14;no;no;no;339;5
3460;5517;100;425;8;15;no;no;yes;339;4
3461;1847;100;210;4;14;no;no;yes;339;5
3462;3118;33;212;4;14;no;no;no;339;6
3463;1590;50;426;8;14;yes;no;yes;339;1
3464;2474;33;340;4;14;yes;yes;yes;339;5
3465;4530;33;214;4;14;no;no;yes;339;4
3466;4622;50;214;4;14;no;no;yes;339;3
3467;3498;75;214;4;15;no;no;yes;339;3
3468;2530;100;214;4;14;no;no;yes;339;2
3469;1990;33;210;4;15;no;no;yes;339;1
3470;1560;100;107;2;14;no;no;yes;339;1
3471;2062;100;340;8;14;no;no;yes;339;3
3472;5334;33;420;8;14;yes;yes;yes;339;4
3473;1771;50;340;4;15;no;no;no;339;3
3474;4519;25;214;4;15;no;no;yes;339;2
3475;4178;66;540;8;15;no;no;yes;339;1
3476;1607;33;420;8;14;yes;no;yes;339;5
3477;2046;33;340;4;14;no;no;yes;339;2
3478;4809;25;426;8;14;yes;no;yes;339;3
3479;2488;66;425;8;15;yes;yes;yes;339;4
3480;1953;100;107;2;14;no;no;yes;339;6
3481;1516;100;425;8;14;no;no;yes;339;2
3482;2738;66;340;8;17;yes;no;yes;339;4
3483;1955;66;340;8;17;yes;yes;yes;339;6
3484;1928;66;340;8;15;yes;no;yes;339;2
3485;5247;66;340;8;15;yes;no;yes;339;4
3486;3192;66;528;16;14;yes;no;yes;339;4
3487;2128;33;420;8;15;yes;no;yes;339;4
3488;4229;33;425;8;15;no;no;yes;339;3
3489;3321;66;426;8;14;yes;no;yes;339;3
3490;2284;66;214;4;15;no;no;yes;339;1
3491;3026;75;214;4;14;no;no;yes;339;4
3492;1740;66;210;4;15;no;no;yes;339;5
3493;4233;75;107;2;15;no;no;yes;339;1
3494;3244;100;426;8;14;yes;yes;yes;339;6
3495;4890;33;107;2;14;no;no;yes;339;6
3496;3438;50;426;8;14;yes;no;yes;339;2
3497;1792;33;528;16;14;yes;no;yes;339;6
3498;3466;66;528;8;15;yes;no;yes;339;4
3499;4907;66;425;8;15;no;no;yes;339;1
3500;1630;75;528;16;14;yes;no;yes;339;1
3501;2761;75;214;4;14;no;no;yes;339;5
3502;4656;33;210;4;14;yes;no;yes;339;1
3503;3805;66;212;4;15;no;no;no;339;5
3504;1803;25;528;16;14;yes;no;yes;339;6
3505;3466;66;527;8;17;no;no;no;339;5
3506;2763;33;107;2;14;no;no;yes;339;4
3507;4756;75;528;16;14;yes;no;yes;339;1
3508;5153;50;214;4;14;no;no;yes;339;4
3509;4627;100;528;16;14;yes;no;yes;339;5
3510;2481;66;107;2;14;no;no;yes;339;5
3511;1996;50;528;16;14;yes;no;yes;339;6
3512;3934;75;426;8;14;yes;no;yes;339;1
3513;4540;50;107;2;14;no;no;yes;339;2
3514;4572;66;340;8;15;no;no;yes;339;3
3515;3377;33;426;8;14;yes;no;yes;339;6
3516;3688;33;210;4;14;yes;yes;yes;339;3
3517;2848;100;425;8;15;yes;yes;yes;339;2
3518;3306;100;420;8;15;yes;no;yes;339;2
3519;5079;33;426;8;14;yes;no;yes;339;4
3520;5511;100;530;8;17;yes;no;yes;339;2
3521;2633;66;212;4;14;no;no;no;339;3
3522;1533;100;425;8;15;no;no;yes;339;1
3523;3063;25;426;8;14;yes;yes;yes;339;3
3524;3775;50;426;8;14;yes;no;yes;339;3
3525;5449;33;214;4;14;no;no;yes;339;1
3526;2466;100;214;4;14;no;no;yes;339;2
3527;2909;66;214;4;14;no;no;yes;339;3
3528;2944;50;528;16;14;yes;yes;yes;339;1
3529;3033;33;120;4;17;no;no;no;339;6
3530;3289;33;340;8;15;no;no;yes;339;6
3531;1703;100;540;8;17;yes;no;yes;339;2
3532;3616;100;1000;16;15;yes;no;yes;339;3
3533;2793;33;210;4;14;yes;no;yes;339;2
3534;3510;100;425;8;14;yes;yes;yes;339;5
3535;4329;100;528;8;14;yes;no;yes;339;3
3536;4117;100;107;2;14;no;no;yes;339;2
3537;2179;33;528;16;14;yes;yes;yes;339;5
3538;1692;50;340;8;17;no;no;no;339;4
3539;1849;33;340;4;14;no;no;no;339;5
3540;4168;33;528;16;14;yes;no;yes;339;4
3541;1871;66;426;8;14;yes;no;yes;339;4
3542;4351;33;212;4;17;no;no;no;339;3
3543;5340;50;340;8;14;no;no;no;339;1
3544;2012;66;340;8;15;no;no;no;339;5
3545;3044;66;527;16;17;yes;no;yes;339;2
3546;2561;33;426;8;14;yes;no;yes;339;2
3547;2102;100;530;8;15;yes;yes;yes;339;5
3548;5455;33;210;4;14;yes;no;yes;339;5
3549;1557;25;212;4;17;no;no;no;339;2
3550;2531;50;528;16;15;yes;no;yes;339;3
3551;3380;33;425;8;17;yes;yes;yes;339;1
3552;3669;100;527;16;15;yes;no;yes;339;6
3553;4905;50;528;16;14;yes;no;yes;339;3
3554;2582;33;528;16;14;yes;no;yes;339;3
3555;3319;100;420;8;14;yes;yes;yes;339;2
3556;1730;66;540;8;17;yes;no;yes;339;4
3557;5550;33;340;4;15;yes;no;yes;339;4
3558;2356;66;425;8;17;yes;yes;yes;339;3
3559;1629;33;420;8;14;yes;no;yes;339;6
3560;3837;100;528;16;14;yes;no;yes;339;1
3561;3914;100;530;8;15;yes;no;yes;339;1
3562;1650;33;120;4;14;no;no;no;339;4
3563;3888;25;426;8;14;yes;no;yes;339;3
3564;3134;33;540;8;17;yes;no;yes;339;2
3565;3185;100;214;4;14;no;no;yes;339;5
3566;3514;25;212;4;15;no;no;no;339;3
3567;5125;25;528;8;14;yes;no;yes;339;4
3568;4890;25;107;2;15;no;no;yes;339;3
3569;2410;25;528;16;14;yes;no;yes;339;6
3570;4636;100;420;8;14;yes;no;yes;339;2
3571;5278;66;528;16;14;yes;no;yes;339;1
3572;4608;25;528;16;14;yes;yes;yes;339;3
3573;3486;100;340;8;15;yes;no;yes;339;1
3574;1870;100;426;8;14;yes;no;yes;339;5
3575;4374;66;424;8;14;no;no;no;339;1
3576;3038;100;425;8;15;yes;yes;yes;339;2
3577;5458;66;426;8;14;yes;yes;yes;339;2
3578;3341;25;100;4;14;no;no;no;339;1
3579;5485;75;107;2;14;no;no;yes;339;1
3580;2920;66;425;8;14;no;no;yes;339;6
3581;3943;33;212;4;14;no;no;no;339;4
3582;4086;50;420;8;15;yes;yes;yes;339;3
3583;5252;33;214;4;14;no;no;yes;339;1
3584;4436;50;340;4;17;no;no;no;339;2
3585;3873;33;540;8;15;no;no;yes;339;3
3586;2947;33;340;8;17;no;no;yes;339;6
3587;2140;100;527;16;15;yes;yes;yes;339;3
3588;3519;33;240;4;14;no;no;no;339;1
3589;4734;66;340;8;15;yes;no;yes;339;4
3590;4286;33;340;4;17;no;no;yes;339;3
3591;4024;100;528;16;15;yes;no;yes;339;3
3592;3154;66;340;16;15;yes;no;yes;339;4
3593;4765;100;527;16;15;yes;no;yes;339;5
3594;1868;33;528;16;15;yes;no;yes;339;1
3595;3175;100;530;8;15;yes;no;yes;339;5
3596;4530;33;212;4;15;no;no;no;339;1
3597;2699;100;426;8;14;yes;yes;yes;339;4
3598;5350;33;210;4;14;no;no;yes;339;4
3599;1606;100;450;8;15;yes;no;yes;339;4
3600;4255;50;340;4;14;no;no;yes;339;5
3601;3173;66;212;4;14;no;no;no;339;5
3602;3781;100;420;8;14;yes;no;yes;339;4
3603;2912;50;528;16;14;yes;no;yes;339;5
3604;5057;66;426;8;14;yes;yes;yes;339;4
3605;4643;50;426;8;15;yes;no;yes;339;6
3606;4097;33;214;4;14;no;no;yes;339;3
3607;2098;100;426;8;15;yes;no;yes;339;4
3608;5392;25;107;2;14;no;no;yes;339;2
3609;4016;50;214;4;14;no;no;yes;339;5
3610;3861;33;210;4;14;no;no;yes;339;1
3611;2949;75;214;4;14;no;no;yes;339;6
3612;2625;75;107;2;14;no;no;yes;339;1
3613;2477;66;527;16;15;yes;no;yes;339;1
3614;4640;75;426;8;14;yes;no;yes;339;6
3615;5597;66;424;8;17;no;no;no;339;5
3616;2736;33;212;4;14;no;no;no;339;4
3617;5319;66;340;8;17;no;no;no;339;1
3618;3564;50;214;4;14;no;no;yes;339;2
3619;2136;50;420;4;14;yes;yes;yes;339;6
3620;2715;100;527;16;17;yes;no;yes;339;6
3621;3498;75;426;8;14;yes;no;yes;339;5
3622;3177;100;540;8;15;yes;no;yes;339;2
3623;5218;100;340;8;17;no;no;yes;339;2
3624;3759;66;424;8;14;no;no;no;339;1
3625;3566;100;528;16;14;yes;yes;yes;339;2
3626;2207;33;540;8;14;yes;yes;yes;339;6
3627;4548;25;107;2;14;no;no;yes;339;6
3628;2844;33;426;8;14;yes;no;yes;339;2
3629;3116;50;528;16;14;yes;no;yes;339;1
3630;3623;66;530;8;15;yes;no;yes;339;2
3631;2958;100;540;8;15;yes;no;yes;339;5
3632;3215;66;424;8;15;no;no;no;339;6
3633;3967;66;530;8;15;yes;no;yes;339;1
3634;2060;75;426;8;14;yes;no;yes;339;5
3635;3897;66;540;8;15;yes;yes;yes;339;3
3636;3073;66;528;16;14;yes;no;yes;339;6
3637;5119;25;120;4;15;no;no;no;339;1
3638;4669;66;527;16;15;yes;no;yes;339;2
3639;4808;66;426;8;14;yes;no;yes;339;4
3640;2318;66;214;4;14;no;no;yes;339;4
3641;5219;33;107;2;15;no;no;yes;339;1
3642;5094;25;528;16;14;yes;no;yes;339;4
3643;2369;66;528;16;14;yes;yes;yes;339;1
3644;5599;50;340;8;15;no;no;no;339;5
3645;3618;25;426;8;14;yes;no;yes;339;5
3646;2150;75;528;16;14;yes;yes;yes;339;1
3647;2978;66;425;8;15;yes;yes;yes;339;4
3648;5210;100;210;4;14;yes;no;yes;339;4
3649;4555;66;1000;16;15;yes;no;yes;339;3
3650;5215;100;107;2;15;no;no;yes;339;3
3651;2764;50;528;8;14;yes;no;yes;339;6
3652;3018;33;210;4;14;no;no;yes;339;4
3653;3262;66;420;16;17;yes;no;yes;339;6
3654;3004;33;210;4;14;yes;no;yes;339;6
3655;2497;33;340;4;17;no;no;yes;339;2
3656;4352;66;426;8;15;yes;no;yes;339;2
3657;3330;33;530;8;15;yes;yes;yes;339;4
3658;1774;33;214;4;15;no;no;yes;339;2
3659;5431;33;214;4;14;no;no;yes;339;2
3660;3175;33;340;8;14;no;no;yes;339;6
3661;1606;33;425;8;15;no;no;yes;339;1
3662;5520;66;107;2;14;no;no;yes;339;2
3663;5272;66;527;8;15;no;no;no;339;1
3664;5098;100;426;8;14;yes;no;yes;339;5
3665;2051;25;120;4;14;no;no;no;339;6
3666;1582;100;420;8;14;yes;no;yes;339;4
3667;2133;33;340;4;17;no;no;no;339;3
3668;2296;50;107;2;14;no;no;yes;339;4
3669;5080;66;210;4;14;yes;no;yes;339;2
3670;4358;25;120;4;17;no;no;no;339;1
3671;4212;100;540;8;15;yes;yes;yes;339;4
3672;3839;50;420;8;17;yes;no;yes;339;5
3673;5331;50;340;4;14;yes;yes;yes;339;3
3674;5351;66;425;8;15;no;no;yes;339;5
3675;1943;66;212;4;17;no;no;no;339;3
3676;1896;75;528;16;15;yes;no;yes;339;1
3677;5157;33;210;4;15;yes;no;yes;339;5
3678;1970;66;540;8;15;yes;no;yes;339;5
3679;5395;66;528;8;14;yes;no;yes;339;4
3680;2861;66;528;16;15;yes;no;yes;339;6
3681;5583;66;214;4;14;no;no;yes;339;1
3682;2131;25;120;4;14;no;no;no;339;4
3683;2693;75;426;8;15;yes;no;yes;339;6
3684;1634;75;528;8;14;yes;no;yes;339;1
3685;2148;33;426;8;14;yes;no;yes;339;5
3686;5131;33;425;8;15;yes;yes;yes;339;1
3687;4325;33;240;4;14;yes;yes;no;339;1
3688;4954;50;420;4;14;yes;no;yes;339;1
3689;1798;66;527;8;14;no;no;no;339;6
3690;5110;100;425;8;17;yes;yes;yes;339;4
3691;4178;25;340;8;14;no;no;yes;339;5
3692;4533;66;340;8;15;no;no;yes;339;4
3693;3260;25;214;4;14;no;no;yes;339;5
3694;3444;66;420;16;15;yes;no;yes;339;2
3695;4296;50;340;4;14;no;no;no;339;2
3696;3332;25;214;4;14;no;no;yes;339;2
3697;1974;75;528;16;14;yes;no;yes;339;1
3698;3444;33;425;8;15;yes;yes;yes;339;1
3699;5368;66;426;8;14;yes;yes;yes;339;6
3700;5186;66;420;16;15;yes;yes;yes;339;3
3701;3336;100;214;4;14;no;no;yes;339;1
3702;2952;100;420;8;14;yes;yes;yes;339;5
3703;5488;66;340;8;14;no;no;no;339;5
3704;5397;33;107;2;14;no;no;yes;339;2
3705;2467;100;107;2;14;no;no;yes;339;5
3706;4786;100;426;8;14;yes;no;yes;339;5
3707;3530;75;528;16;14;yes;no;yes;339;6
3708;4759;33;214;4;14;no;no;yes;339;2
3709;1948;66;426;8;14;yes;no;yes;339;6
3710;2911;33;426;8;14;yes;yes;yes;339;2
3711;5123;66;214;4;14;no;no;yes;339;2
3712;5249;33;210;4;15;no;no;yes;339;6
3713;4703;33;120;4;15;no;no;no;339;1
3714;3648;100;214;4;15;no;no;yes;339;3
3715;5563;66;530;8;15;yes;yes;yes;339;6
3716;3745;66;527;16;15;yes;no;yes;339;3
